CATEGORY;UNIT UPC;CASE UPC;DESCRIPTION;UNITS PER CASE;X;X;SELL PRICE PER UNIT;SELL PRICE PER CASE;No. OF CASES IN STOCK;NO. OF CASES ORDERED;SUBTOTAL;
DEODORANTS;79400201706;7940020170;DEGREE  6 OZ AERO SHWR CLN WMN ;12;2;6;$2,92;$35,04;24;;$0,00;
DEODORANTS;79400242907;7940024290;DEGREE  6 OZ AERO SPORT      MN;12;2;6;$2,63;$31,56;553;;$0,00;
DEODORANTS;79400251602;7940025160;DEGREE 1.6OZ INV/SLD SHR CLN WN;12;2;6;$1,33;$15,96;1041;;$0,00;
DEODORANTS;79400012975;7940001297;DEGREE 1.7 FOR WMN CLINICL SHR ;24;8;3;$4,33;$103,92;1;;$0,00;
DEODORANTS;79400351784;7940035178;DEGREE 2.6OZ FOR WMN DAISY FRSH;12;2;6;$3,04;$36,48;10;;$0,00;
DEODORANTS;79400351791;7940035179;DEGREE 2.6OZ FOR WMN PEACH BRST;12;2;6;$3,07;$36,84;10;;$0,00;
DEODORANTS;79400275325;7940027532;DEGREE 2.6OZ FOR WMN SHR POWDER;12;2;6;$2,83;$33,96;322;;$0,00;
DEODORANTS;79400118028;7940011802;DEGREE 2.6OZ I/S ACTIVE CLN WMN;12;2;6;$2,66;$31,92;484;;$0,00;
DEODORANTS;79400349606;7940034960;DEGREE 2.6OZ I/S DEOD BRY COOL ;12;2;6;$2,81;$33,72;14;;$0,00;
DEODORANTS;79400118035;7940011803;DEGREE 2.6OZ I/S FRESH ENRGY WM;12;2;6;$2,52;$30,24;484;;$0,00;
DEODORANTS;79400350169;7940035016;DEGREE 2.6OZ INV SLD LILAC     ;12;2;6;$1,90;$22,80;22;;$0,00;
DEODORANTS;79400251800;7940025180;DEGREE 2.6OZ INV SLD SH/ PWD WN;12;2;6;$1,96;$23,52;674;;$0,00;
DEODORANTS;79400216281;7940021628;DEGREE 2.6OZ ULT CLR PUR CLN   ;12;2;6;$3,18;$38,16;484;;$0,00;
DEODORANTS;79400202079;7940020207;DEGREE 2.7 FOR MEN ADRENL EXTRM;12;2;6;$2,62;$31,44;291;;$0,00;
DEODORANTS;79400267009;7940026700;DEGREE 2.7 OZ COOL RUSH 2-PK MN;6;1;6;$4,21;$25,26;465;;$0,00;
DEODORANTS;79400262806;7940026280;DEGREE 2.7 OZ EXTRM BLST 2-PK M;6;1;6;$4,15;$24,90;874;;$0,00;
DEODORANTS;79400086334;7940008633;DEGREE 2.7 OZ SPORT 2-PK MEN   ;6;1;6;$3,98;$23,88;734;;$0,00;
DEODORANTS;79400347664;7940034766;DEGREE 2.7OZ MENS ADREN EVEREST;12;2;6;$2,84;$34,08;56;;$0,00;
DEODORANTS;79400357564;7940035756;DEGREE 2.7OZ MENS ADREN OVERTIM;12;2;6;$2,63;$31,56;285;;$0,00;
DEODORANTS;79400343680;7940034368;DEGREE 3.8 FOR MEN ADVENTURE   ;12;4;3;$3,60;$43,20;379;;$0,00;
DEODORANTS;79400343673;7940034367;DEGREE 3.8 FOR MEN EXTREME     ;12;4;3;$3,63;$43,56;379;;$0,00;
DEODORANTS;79400441218;7940044121;DEGREE 3.8 FOR MEN SPRT DEFENSE;12;4;3;$3,63;$43,56;240;;$0,00;
DEODORANTS;79400343611;7940034361;DEGREE 3.8OZ FRESH ENERGY SPRY ;12;4;3;$3,68;$44,16;240;;$0,00;
DEODORANTS;79400343642;7940034364;DEGREE 3.8OZ SEXY INTRIGUE SPRY;12;4;3;$3,63;$43,56;239;;$0,00;
DEODORANTS;79400343086;7940034308;DEGREE 3.8OZ SHOWER CLEAN SPRAY;12;4;3;$3,71;$44,52;240;;$0,00;
DEODORANTS;79400013439;7940001343;DEGREE 3OZ DEOD STCK ARTIC EDGE;12;2;6;$2,15;$25,80;709;;$0,00;
DEODORANTS;79400013422;7940001342;DEGREE 3OZ DEOD STCK INTNSE SPT;12;2;6;$2,18;$26,16;433;;$0,00;
DEODORANTS;79400500908;7940050090;DOVE  1.6OZ A/P INV/SLD FRESH  ;12;2;6;$1,48;$17,76;60;;$0,00;
DEODORANTS;79400500205;7940050020;DOVE  1.6OZ A/P INV/SLD POWDER ;12;2;6;$1,35;$16,20;1826;;$0,00;
DEODORANTS;79400008794;7940000879;DOVE  1.7OZ CLNCL PROT ORIG CLN;24;8;3;$4,12;$98,88;17;;$0,00;
DEODORANTS;79400271778;7940027177;DOVE  2.6 OZ GO-FRESH RESTORE  ;12;2;6;$2,81;$33,72;282;;$0,00;
DEODORANTS;79400068354;7940006835;DOVE  2.6 OZ GO-FRESH REVIVE   ;12;2;6;$2,38;$28,56;484;;$0,00;
DEODORANTS;79400507501;7940050750;DOVE  2.6 OZ INV/SLD FRESH     ;12;2;6;$2,20;$26,40;603;;$0,00;
DEODORANTS;79400507303;7940050730;DOVE  2.6 OZ INV/SLD ORIGINAL  ;12;2;6;$1,95;$23,40;617;;$0,00;
DEODORANTS;79400507204;7940050720;DOVE  2.6 OZ INV/SLD POWDER    ;12;2;6;$2,34;$28,08;143;;$0,00;
DEODORANTS;79400507402;7940050740;DOVE  2.6 OZ INV/SLD SENS SKIN ;12;2;6;$2,42;$29,04;238;;$0,00;
DEODORANTS;79400566003;7940056600;DOVE  2.6 Z ULT CLR COOL ESSENT;12;2;6;$2,54;$30,48;319;;$0,00;
DEODORANTS;79400008787;7940000878;DOVE 1.7 CLNCL PROT COOL ESSENT;24;8;3;$4,09;$98,16;164;;$0,00;
DEODORANTS;79400519108;7940051910;DOVE 2.6OZ A/P I/S ORG CLN TWIN;6;1;6;$4,62;$27,72;736;;$0,00;
DEODORANTS;79400511805;7940051180;DOVE 2.6OZ A/P I/S POWDER TWIN ;6;1;6;$4,63;$27,78;684;;$0,00;
DEODORANTS;79400271631;7940027163;DOVE 2.7  MEN CARE COOL SILV AP;12;2;6;$2,63;$31,56;412;;$0,00;
DEODORANTS;79400066718;7940006671;DOVE MENS I/S 2.7 OZ CLN COMFRT;12;2;6;$2,38;$28,56;1059;;$0,00;
DEODORANTS;79400066725;7940006672;DOVE MENS I/S 2.7 OZ X-FRESH   ;12;2;6;$2,40;$28,80;571;;$0,00;
DEODORANTS;79400348487;7940034848;DOVE MENS I/S 2.7OZ FRESH AWAKE;12;2;6;$2,69;$32,28;485;;$0,00;
DEODORANTS;17000068176;1700006817;DRY IDEA CLR GEL 3OZ UNSCENTED ;12;2;6;$2,04;$24,48;673;;$0,00;
DEODORANTS;17000107059;1700010706;DRY IDEA R/O 3.25OZ FRESH      ;12;2;6;$2,04;$24,48;34;;$0,00;
DEODORANTS;17000068237;1700006823;DRY IDEA R/O A/P 3.25OZ PWDR FR;12;2;6;$2,47;$29,64;497;;$0,00;
DEODORANTS;17000068312;1700006831;DRY IDEA R/O A/P 3.25OZ REGULAR;12;2;6;$2,47;$29,64;497;;$0,00;
DEODORANTS;17000068107;1700006810;DRY IDEA R/O A/P 3.25OZ UNSCNT ;12;2;6;$2,58;$30,96;497;;$0,00;
DEODORANTS;47400097728;4740065552;GILL A/P 3.8 OZ CL GEL COOL WAV;12;4;3;$3,18;$38,16;246;;$0,00;
DEODORANTS;47400097872;4740065555;GILL A/P CLR GEL 3.8OZ PWER RSH;12;4;3;$3,27;$39,24;555;;$0,00;
DEODORANTS;22200960526;2220096052;LADY S/S A/P  WLD FERSIA 2.3 OZ;12;2;6;$1,81;$21,72;586;;$0,00;
DEODORANTS;22200962902;2220096290;LADY S/S A/P BOUT 1.4 Z SP BLSM;12;2;6;$1,17;$14,04;101;;$0,00;
DEODORANTS;22200963695;2220096369;LADY S/S A/P INVS. DRY 1.4 PWDR;12;2;6;$1,15;$13,80;1225;;$0,00;
DEODORANTS;22200962995;2220096299;LADY S/S A/P INVS. DRY 1.4 SHWR;12;2;6;$1,14;$13,68;1225;;$0,00;
DEODORANTS;22200954402;2220095440;LADY S/S A/P INVS. DRY 2.3 PWDR;12;2;6;$1,75;$21,00;778;;$0,00;
DEODORANTS;22200954419;2220095441;LADY S/S A/P INVS. DRY 2.3 SHWR;12;2;6;$1,74;$20,88;608;;$0,00;
DEODORANTS;22200960519;2220096051;LADY S/S A/P POWER PODWER 2.3OZ;12;2;6;$1,81;$21,72;239;;$0,00;
DEODORANTS;22200963435;2220096343;LADY S/S A/P WILD FREESIA 1.4DZ;12;2;6;$1,15;$13,80;597;;$0,00;
DEODORANTS;22200930796;2220093079;MENNEN S/S 3OZ IRISH SPR ORIG  ;12;2;6;$1,81;$21,72;120;;$0,00;
DEODORANTS;22200940214;2220094021;MENNEN S/STK 1.8OZ ACTIVE FRESH;12;2;6;$1,19;$14,28;1028;;$0,00;
DEODORANTS;22200940221;2220094022;MENNEN S/STK A/P 1.8OZ FRSH SCN;12;2;6;$1,18;$14,16;1028;;$0,00;
DEODORANTS;22200951616;2220095161;MENNEN S/STK A/P 1.8OZ ULT SPRT;12;2;6;$1,15;$13,80;71;;$0,00;
DEODORANTS;22200004909;2220095102;MENNEN S/STK A/P 3 OZ FRESH    ;12;2;6;$1,74;$20,88;786;;$0,00;
DEODORANTS;22200004923;2220095100;MENNEN S/STK A/P 3 OZ ULT SPORT;12;2;6;$1,77;$21,24;478;;$0,00;
DEODORANTS;22200004916;2220095101;MENNEN S/STK A/P 3 OZ UNSC     ;12;2;6;$1,76;$21,12;466;;$0,00;
DEODORANTS;22200951043;2220095104;MENNEN S/STK A/P 3Z GEL ULTSPRT;12;2;6;$1,81;$21,72;786;;$0,00;
DEODORANTS;22200930086;2220093008;MENNEN S/STK CLR DEOD 3OZ OCEAN;12;2;6;$1,73;$20,76;786;;$0,00;
DEODORANTS;22200940207;2220094020;MENNEN S/STK DEOD 1.8OZ REG    ;12;2;6;$1,21;$14,52;1529;;$0,00;
DEODORANTS;22200930093;2220093009;MENNEN S/STK DEOD 3 OZ FRESH   ;12;2;6;$1,76;$21,12;645;;$0,00;
DEODORANTS;22200941549;2220094154;MENNEN S/STK DEOD 3 OZ MUSK    ;12;2;6;$1,80;$21,60;299;;$0,00;
DEODORANTS;22200941525;2220094152;MENNEN S/STK DEOD 3 OZ REGULAR ;12;2;6;$1,75;$21,00;884;;$0,00;
DEODORANTS;309973202009;30997320200;MITCHUM CLEAR GEL 2.25 OZ MOUNT;24;4;6;$1,59;$38,16;336;;$0,00;
DEODORANTS;309973162006;30997316200;MITCHUM CLEAR GEL 2.25 OZ SPORT;24;4;6;$1,59;$38,16;336;;$0,00;
DEODORANTS;309973155008;30997315500;MITCHUM CLEAR GEL 2.25 OZ UNSCT;24;4;6;$1,60;$38,40;336;;$0,00;
DEODORANTS;309973105133;30997310513;MITCHUM CLEAR GEL 2.25Z CLN CTL;24;4;6;$1,61;$38,64;214;;$0,00;
DEODORANTS;309978634003;30997863400;MITCHUM CLEAR GEL 3.4 OZ MOUNTN;24;4;6;$2,22;$53,28;249;;$0,00;
DEODORANTS;309971185922;30997118592;MITCHUM ROLL ON 3.4 OZ SPORT   ;24;4;6;$2,27;$54,48;30;;$0,00;
DEODORANTS;309971185915;30997118591;MITCHUM ROLL ON 3.4 OZ UNSCNTD ;24;4;6;$2,75;$66,00;239;;$0,00;
DEODORANTS;309973091153;30997309115;MITCHUM WOMEN C-GEL 2.25 FLOWER;24;4;6;$1,59;$38,16;336;;$0,00;
DEODORANTS;309973156005;30997315600;MITCHUM WOMEN C-GEL 2.25 POWDER;24;4;6;$1,58;$37,92;336;;$0,00;
DEODORANTS;309973234000;30997323400;MITCHUM WOMEN C-GEL 2.25 SHOWER;24;4;6;$1,60;$38,40;839;;$0,00;
DEODORANTS;309978636007;30997863600;MITCHUM WOMEN C-GEL 3.4 POWDER ;24;4;6;$2,27;$54,48;321;;$0,00;
DEODORANTS;309978636205;30997863620;MITCHUM WOMEN C-GEL 3.4 SHOWER ;24;4;6;$2,39;$57,36;249;;$0,00;
DEODORANTS;87300560076;8730056007;NOXZEMA 90CT CLARIFYING PADS   ;6;1;6;$2,78;$16,68;597;;$0,00;
DEODORANTS;12044040256;1204404025;O/S  3.38OZ CHILL FIRM CREAM   ;12;4;3;$4,38;$52,56;79;;$0,00;
DEODORANTS;12044040034;1204404003;O/S BODY SPRAY 3.75 OZ PURE SPT;12;4;3;$3,16;$37,92;361;;$0,00;
DEODORANTS;12044039939;1204403993;O/S BODY SPRAY 3.75 OZ WOLFTHRN;12;4;3;$3,17;$38,04;505;;$0,00;
DEODORANTS;12044039991;1204403999;O/S BODY SPRAY 3.75OZ FIJI     ;12;4;3;$3,20;$38,40;505;;$0,00;
DEODORANTS;12044039946;1204403994;O/S BODY SPRY 3.75 OZ HWK RIDGE;12;4;3;$3,21;$38,52;456;;$0,00;
DEODORANTS;12044016930;1204401693;O/S BODY SPRY 4OZ FIJI       QQ;12;4;3;$2,81;$33,72;64;;$0,00;
DEODORANTS;12044015612;1204401561;O/S F/C 2.6 OZ DEOD DENLI      ;12;2;6;$3,11;$37,32;99;;$0,00;
DEODORANTS;12044037591;1204403759;O/S F/C 3.0 OZ DEO FIJI        ;12;4;3;$3,21;$38,52;4;;$0,00;
DEODORANTS;12044342503;1204403949;O/S H/E  2.25 OZ STK FRESH     ;12;4;3;$1,67;$20,04;504;;$0,00;
DEODORANTS;12044000274;1204403950;O/S H/E  2.25 OZ STK PURE SPR  ;12;4;3;$1,68;$20,16;561;;$0,00;
DEODORANTS;12044342404;1204403928;O/S H/E  2.25 OZ STK REG       ;12;4;3;$1,58;$18,96;630;;$0,00;
DEODORANTS;12044000243;1204400024;O/S H/E  3 OZ A/P FRESH        ;12;2;6;$2,12;$25,44;408;;$0,00;
DEODORANTS;12044000250;1204400025;O/S H/E  3 OZ A/P STICK SPORT  ;12;2;6;$2,13;$25,56;1810;;$0,00;
DEODORANTS;12044014516;1204401451;O/S H/E  3 OZ A/P STK SPRT TWN ;6;1;6;$4,09;$24,54;489;;$0,00;
DEODORANTS;12044038918;1204403891;O/S H/E  3 OZ DEO PURE SPORT   ;12;4;3;$2,23;$26,76;1651;;$0,00;
DEODORANTS;12044039540;1204403954;O/S H/E  3 OZ DEO PURE SPRT 2PK;6;1;6;$4,23;$25,38;1146;;$0,00;
DEODORANTS;12044038840;1204403884;O/S H/E  3 OZ DEOD FRESH       ;12;4;3;$2,15;$25,80;800;;$0,00;
DEODORANTS;12044039571;1204403957;O/S H/E  3 OZ DEOD FRESH 2/PK  ;6;1;6;$4,09;$24,54;877;;$0,00;
DEODORANTS;12044039564;1204403956;O/S H/E  3 OZ DEOD ORIG TWIN PK;6;1;6;$4,09;$24,54;356;;$0,00;
DEODORANTS;12044038888;1204403888;O/S H/E  3 OZ DEOD ORIGINAL    ;12;4;3;$2,12;$25,44;1002;;$0,00;
DEODORANTS;12044000236;1204400023;O/S H/E  3 OZ STK REG  A/P     ;12;2;6;$2,20;$26,40;108;;$0,00;
DEODORANTS;12044343104;1204434310;O/S ORIG  2.25 OZ WD STK       ;12;2;6;$1,48;$17,76;1010;;$0,00;
DEODORANTS;12044006740;1204400674;O/S R/Z  2.6 OZ INV SLD AFT HRS;12;2;6;$3,12;$37,44;33;;$0,00;
DEODORANTS;12044001080;1204400108;O/S R/Z  2.6 OZ SLD PURE SPORT ;12;2;6;$3,41;$40,92;56;;$0,00;
DEODORANTS;12044037508;1204403750;O/S R/Z  3 OZ DEOD PURE SPORT  ;12;4;3;$3,24;$38,88;505;;$0,00;
DEODORANTS;12044037539;1204403753;O/S R/Z  3 OZ DEOD SWAGGER     ;12;4;3;$3,05;$36,60;505;;$0,00;
DEODORANTS;12044037560;1204403756;O/S R/Z  3 OZ DEOD SWAGGR  2PK ;6;1;6;$6,44;$38,64;504;;$0,00;
DEODORANTS;12044038697;1204403869;O/S W/C  3OZ SLD DEO WOLFTHORN ;12;4;3;$3,31;$39,72;36;;$0,00;
DEODORANTS;12044038673;1204403867;O/S W/C HAWKRIDGE I/SOLID 2.6 Z;12;2;6;$3,36;$40,32;9;;$0,00;
DEODORANTS;850241000402;85024100040;POWER SLD/STK LDYA/P 2.0 PWD FR;24;4;6;$0,73;$17,52;35;;$0,00;
DEODORANTS;850241000716;85024100071;POWER STICK A/P 2OZ COOL BLAST ;24;4;6;$0,73;$17,52;21;;$0,00;
DEODORANTS;850241000204;85024100020;POWER STICK A/P 2OZ INTENSITY  ;24;4;6;$0,71;$17,04;191;;$0,00;
DEODORANTS;850241000877;85024100087;POWER STICK BDY SPR 2.8OZ CL BL;24;8;3;$0,80;$19,20;102;;$0,00;
DEODORANTS;850241000907;85024100090;POWER STICK BDY SPR 2.8OZ IGNTN;24;8;3;$0,72;$17,28;21;;$0,00;
DEODORANTS;850241000020;85024100002;POWER STICK DEO 2.0OZ GRAVITY  ;24;4;6;$0,72;$17,28;110;;$0,00;
DEODORANTS;850241000891;85024100089;POWER STICK DEO 2.25OZ HURRICAN;24;4;6;$0,70;$16,80;13;;$0,00;
DEODORANTS;850241000419;85024100041;POWER STICK LADY A/P 2.0 SHW FR;24;4;6;$0,72;$17,28;128;;$0,00;
DEODORANTS;17000068268;1700006826;RT GD A/P 6 OZ POWDER DRY      ;12;2;6;$3,13;$37,56;460;;$0,00;
DEODORANTS;17000068060;1700006806;RT GD A/P 6 OZ SPORT FRESH     ;12;2;6;$2,80;$33,60;460;;$0,00;
DEODORANTS;17000068114;1700006811;RT GD DEOD 8.5 OZ ORIG SCENT   ;12;2;6;$3,03;$36,36;460;;$0,00;
DEODORANTS;17000265230;1700026523;RT GD DEOD 8.5 OZ SPORT FRESH  ;12;2;6;$3,47;$41,64;135;;$0,00;
DEODORANTS;17000068169;1700006816;RT GD SPORT INV SLD 2.6OZ ACT  ;12;2;6;$1,97;$23,64;8;;$0,00;
DEODORANTS;17000068329;1700006832;RT GD SPRT A/P AERO 6OZ UNSCN  ;12;2;6;$2,81;$33,72;460;;$0,00;
DEODORANTS;17000068091;1700006809;RT GD TD-5 CLR GL 4 OZ AP ARCTC;12;2;6;$2,34;$28,08;576;;$0,00;
DEODORANTS;17000068152;1700006815;RT GD TD-5 P/S 2.6OZ A/P REFRSH;12;2;6;$2,30;$27,60;576;;$0,00;
DEODORANTS;17000068084;1700006808;RT GD TD-5 P/S 2.6OZ AP FRSH BL;12;2;6;$2,12;$25,44;989;;$0,00;
DEODORANTS;17000068077;1700006807;RT GD TD-5 SPT A/P GEL 4OZ FRSH;12;2;6;$2,19;$26,28;576;;$0,00;
DEODORANTS;17000000220;1700000022;RT GD TOTL DEF 5 SLD 2 OZ BLAST;12;2;6;$2,70;$32,40;67;;$0,00;
DEODORANTS;17000111117;1700011112;RT GD XTRM CLR I/S FRESH 2.6OZ ;12;2;6;$2,97;$35,64;15;;$0,00;
DEODORANTS;17000046693;1700004670;RT GD XTRM COOLNG 2.6 OZ CHILL ;12;2;6;$1,93;$23,16;175;;$0,00;
DEODORANTS;17000106816;1700010682;RT GD XTRM GEL 4OZ ENERGY      ;12;2;6;$2,44;$29,28;576;;$0,00;
DEODORANTS;17000106892;1700010690;RT GD XTRM I/S 2.6OZ ENERGY    ;12;2;6;$2,44;$29,28;576;;$0,00;
DEODORANTS;37000884354;3700088435;SECRET A/P 1.6 SLD C/CLN CLINIC;12;4;3;$4,55;$54,60;308;;$0,00;
DEODORANTS;37000096153;3700009615;SECRET A/P 1.6 SLD L/FRS CLINIC;12;4;3;$4,48;$53,76;308;;$0,00;
DEODORANTS;37000096146;3700009614;SECRET A/P 1.6 SLD PWR CLINICAL;12;4;3;$4,67;$56,04;10;;$0,00;
DEODORANTS;37000885252;3700088525;SECRET CLIN 1.6OZ CLR PWDR PROT;12;4;3;$4,80;$57,60;239;;$0,00;
DEODORANTS;37000496946;3700049694;SECRET CLIN 1.6OZ OOH LA LAVEND;12;4;3;$4,55;$54,60;308;;$0,00;
DEODORANTS;37000229414;3700022941;SECRET CLIN 1.6OZ PWD PRT WTPRF;12;4;3;$4,36;$52,32;308;;$0,00;
DEODORANTS;37000203704;3700080949;SECRET EXP I/S 2.6OZ COCO KIS  ;12;4;3;$3,18;$38,16;6;;$0,00;
DEODORANTS;37000204442;3700081064;SECRET EXP I/S 2.6OZ VAVA VANLA;12;4;3;$3,21;$38,52;87;;$0,00;
DEODORANTS;37000123316;3700012331;SECRET I/S 1.6OZ POWDER FRSH   ;12;2;6;$1,31;$15,72;847;;$0,00;
DEODORANTS;37000814252;3700081425;SECRET I/S 2.6OZ CLEAN LAVENDER;12;2;6;$2,18;$26,16;293;;$0,00;
DEODORANTS;37000497042;3700080955;SECRET I/S 2.6OZ OOH LA LAVEND ;12;4;3;$3,12;$37,44;478;;$0,00;
DEODORANTS;37000850700;3700085070;SECRET I/S 2.6OZ PASSION TANGO ;12;4;3;$3,21;$38,52;106;;$0,00;
DEODORANTS;37000123439;3700012343;SECRET I/S 2.6OZ POWDR FRSH    ;12;2;6;$2,04;$24,48;757;;$0,00;
DEODORANTS;37000124320;3700012432;SECRET I/S 2.6OZ POWDR FRSH 2PK;6;1;6;$3,86;$23,16;877;;$0,00;
DEODORANTS;37000123354;3700012335;SECRET I/S 2.6OZ SHEER CLEAN   ;12;2;6;$2,02;$24,24;731;;$0,00;
DEODORANTS;37000123453;3700012345;SECRET I/S 2.6OZ SHOWER FRESH  ;12;2;6;$2,04;$24,48;11;;$0,00;
DEODORANTS;37000124306;3700012430;SECRET I/S 2.6OZ SPRING BREEZ  ;12;2;6;$2,05;$24,60;1494;;$0,00;
DEODORANTS;37000808060;3700080806;SECRET OUTLAST I/S 2.6OZ UNSCNT;12;4;3;$3,27;$39,24;258;;$0,00;
DEODORANTS;37000809975;3700082925;SECRET OUTLAST OLAY 2.6OZ PWDR ;12;2;6;$3,27;$39,24;97;;$0,00;
DEODORANTS;37000124429;3700012442;SECRET W/S 1.7OZ POWDER FRESH  ;12;2;6;$1,09;$13,08;1718;;$0,00;
DEODORANTS;37000124511;3700012451;SECRET W/S 2.7OZ POWDER FRESH  ;12;2;6;$2,02;$24,24;948;;$0,00;
DEODORANTS;37000124542;3700012454;SECRET W/S 2.7OZ PWDR FRSH 2PK ;6;1;6;$3,89;$23,34;877;;$0,00;
DEODORANTS;37000124535;3700012453;SECRET W/S 2.7OZ SHOWER FRESH  ;12;2;6;$2,16;$25,92;307;;$0,00;
DEODORANTS;819933010006;81993301000;SFT/DRI 2.3OZ POWDER FRESH     ;12;2;6;$1,50;$18,00;61;;$0,00;
DEODORANTS;819933010013;81993301001;SFT/DRI AERO A/P 6OZ SFT SCENT ;12;2;6;$3,96;$47,52;172;;$0,00;
DEODORANTS;819933010044;81993301004;SFT/DRI CLR GEL 3OZ SOFT SCENT ;12;2;6;$1,48;$17,76;19;;$0,00;
DEODORANTS;79400403582;7940040358;SUAVE  1.4 O INV/SLD SWT P/VIOL;12;2;6;$0,84;$10,08;1154;;$0,00;
DEODORANTS;79400403599;7940040359;SUAVE  1.4 O INV/SLD TROP PARAD;12;2;6;$0,80;$9,60;1773;;$0,00;
DEODORANTS;79400348241;7940034824;SUAVE  1.4 OZ I/S ALMD/VERB  QQ;12;2;6;$0,81;$9,72;256;;$0,00;
DEODORANTS;79400404114;7940040411;SUAVE  1.4 OZ INV/SLD POWDER   ;12;2;6;$0,88;$10,56;1649;;$0,00;
DEODORANTS;79400152466;7940015246;SUAVE  2.6 O INV/SLD TROP PARAD;12;2;6;$1,28;$15,36;1061;;$0,00;
DEODORANTS;79400763808;7940076380;SUAVE  2.6 OZ INV/SLD POWDER   ;12;2;6;$1,33;$15,96;1061;;$0,00;
DEODORANTS;79400751508;7940075150;SUAVE  4 OZ AERO AP/DEO POWDER ;12;2;6;$1,50;$18,00;259;;$0,00;
DEODORANTS;79400386731;7940038675;SUAVE 2.6 OZ I/S FRESH TWIN PKS;6;1;6;$2,53;$15,18;160;;$0,00;
DEODORANTS;79400840608;7940084060;SUAVE 2.6 OZ I/S POWDER TWN PKS;6;1;6;$2,55;$15,30;228;;$0,00;
DEODORANTS;79400386748;7940038676;SUAVE 2.6 OZ I/S SWEET-PEA 2PKS;6;1;6;$2,55;$15,30;140;;$0,00;
DEODORANTS;79400191151;7940019115;SUAVE 2.6O I/SLD EVERLST SUNSHN;12;2;6;$0,93;$11,16;1676;;$0,00;
DEODORANTS;79400834706;7940083470;SUAVE 2.6OZ INV-SLD OCEANBREEZE;12;2;6;$1,17;$14,04;1061;;$0,00;
DEODORANTS;79400784308;7940078430;SUAVE 2.7 OZ A/P ROLL ON PWDR  ;12;2;6;$1,52;$18,24;97;;$0,00;
DEODORANTS;883484717172;88348471717;SURE 2.6 OZ I/S UNSCENTED      ;12;2;6;$1,89;$22,68;896;;$0,00;
DEODORANTS;883484310069;88348431006;SURE 2.6 OZ INV SLD FRESH&COOL ;12;2;6;$1,82;$21,84;440;;$0,00;
DEODORANTS;883484310052;88348431005;SURE 2.6 OZ INV SLD POWDER     ;12;2;6;$1,81;$21,72;294;;$0,00;
DEODORANTS;883484717721;88348471772;SURE 2.6 OZ INV SLD REG        ;12;2;6;$1,89;$22,68;102;;$0,00;
DEODORANTS;883484310076;88348431007;SURE 2.6OZ COND SOLID PUR ESSQQ;12;2;6;$1,64;$19,68;143;;$0,00;
DEODORANTS;883484717943;88348471794;SURE 2.7 OZ ORIG SOLID UNSC    ;12;2;6;$1,82;$21,84;439;;$0,00;
DEODORANTS;883484717936;88348471793;SURE 2.7 OZ ORIGINAL   REG     ;12;2;6;$1,86;$22,32;599;;$0,00;
DEODORANTS;883484716007;88348471600;SURE 2.7 OZ ORIGINAL  POWDER   ;12;2;6;$1,87;$22,44;29;;$0,00;
DEODORANTS;883484716014;88348471601;SURE 2.7 OZ ORIGINAL FRESH     ;12;2;6;$1,89;$22,68;34;;$0,00;
DEODORANTS;883484002025;88348400202;SURE 6 OZ SPRAY REGULAR        ;12;4;3;$3,19;$38,28;156;;$0,00;
DEODORANTS;883484002278;88348400227;SURE 6 OZ SPRAY UNSCNTD        ;12;4;3;$3,27;$39,24;443;;$0,00;
DEODORANTS;22200964081;2220096408;TEEN SPIRIT 2.3OZ PINK CRUSH   ;12;2;6;$1,75;$21,00;778;;$0,00;
DEPILATORIES;18515016058;1851501605;BIKINI ZONE ANTI-BUMP S/GEL 4OZ;6;1;6;$2,58;$15,48;551;;$0,00;
DEPILATORIES;18515016010;1851501601;BIKINI ZONE CREME MEDICATION 1Z;36;6;6;$4,47;$160,92;112;;$0,00;
DEPILATORIES;70066812657;7006681265;CLUBMAN DAB-ON NICK RELIEF .25Z;72;6;12;$2,20;$158,40;4;;$0,00;
DEPILATORIES;46688100250;4668810025;JOLEN LIP BLEACH 1 OZ          ;144;24;6;$3,19;$459,36;40;;$0,00;
DEPILATORIES;46688100502;4668810050;JOLEN LIP BLEACH 1 OZ ALOE     ;144;24;6;$3,11;$447,84;40;;$0,00;
DEPILATORIES;46688400015;466884001;JOLEN LIP BLEACH 4 OZ          ;72;12;6;$5,27;$379,44;44;;$0,00;
DEPILATORIES;22600280019;2260028061;NAIR 1.7OZ SENS BIKINI CREAM   ;12;4;3;$3,16;$37,92;422;;$0,00;
DEPILATORIES;22600294009;2260029400;NAIR 13 OZ SPA CLAY BODY CREAM ;12;4;3;$7,32;$87,84;192;;$0,00;
DEPILATORIES;22600210313;2260022008;NAIR 2 OZ CREAM TUBE FOR FACE  ;12;4;3;$3,14;$37,68;534;;$0,00;
DEPILATORIES;22600296003;2260029600;NAIR 5.7OZ SPA CLAY R/O WAX    ;12;4;3;$6,93;$83,16;57;;$0,00;
DEPILATORIES;22600223290;2260022329;NAIR 9 OZ ALOE&LANOLIN LOTION  ;12;2;6;$4,44;$53,28;378;;$0,00;
DEPILATORIES;22600223191;2260022319;NAIR 9 OZ BABY OIL LOTION      ;12;2;6;$4,44;$53,28;378;;$0,00;
